Date,Ticker,Close,Pct_Down_20d,Pct_Down_52w,Last_2d_Pct,RSI,SMA50,SMA200,Market_Cap_B,Earnings_Days
2026-02-17,BK,118.8,7.7,7.7,0.9,48.0,118.68,104.06,82.8,
2026-02-17,PFG,91.98,6.0,6.0,1.8,48.0,91.08,81.9,20.2,
2026-02-17,SBUX,95.39,8.4,16.5,1.7,54.0,89.74,86.86,108.7,
2026-02-17,CVS,78.2,6.9,7.4,-0.4,52.0,78.1,71.57,99.5,
